flops_log10,size,custom,np_mm,numpy,torch
7.177798209733409,16.229419688230415,0.008036136627197266,0.0023658275604248047,0.03240227699279785,0.0007562637329101562
7.973551601380955,17.99171005377434,0.026780128479003906,0.0048067569732666016,0.16594409942626953,0.007176876068115234
8.582297445933618,19.339850002884624,0.06599903106689453,0.018494129180908203,0.539710283279419,0.02165389060974121
9.075417983057717,20.431923980510287,0.17590618133544922,0.04713892936706543,1.6318833827972412,0.06000542640686035
9.489903497917512,21.349851365001356,0.4523444175720215,0.11207008361816406,4.122283697128296,0.13502144813537598
9.847417637822977,22.141608875448995,0.9728083610534668,0.22252130508422852,9.349088907241821,0.2838771343231201
10.161746054581105,22.83772647454919,1.96720290184021,0.4271697998046875,18.945768117904663,0.5389130115509033
10.442206475835063,23.458839376460833,3.6405887603759766,0.7617785930633545,36.56541848182678,0.9529047012329102
10.646685213268716,23.911681818252795,7.194597959518433,4.455892324447632,63.32365894317627,1.5188636779785156
10.695392554601792,24.019550008653873,11.00482988357544,5.194583415985107,73.6795666217804,2.134049892425537
