flops_log10,size,custom,np_mm,numpy,torch
7.177798209733409,16.229419688230415,0.006920337677001953,0.0033326148986816406,0.028867244720458984,0.0013201236724853516
7.973551601380955,17.99171005377434,0.025989532470703125,0.005803585052490234,0.16321635246276855,0.007988691329956055
8.582297445933618,19.339850002884624,0.07402944564819336,0.02636432647705078,0.6071734428405762,0.023553848266601562
9.075417983057717,20.431923980510287,0.18076515197753906,0.04950547218322754,1.8577187061309814,0.05957818031311035
9.489903497917512,21.349851365001356,0.4699583053588867,0.1513347625732422,4.515011548995972,0.1354973316192627
9.847417637822977,22.141608875448995,1.056520938873291,0.22159099578857422,10.29420518875122,0.28672146797180176
10.161746054581105,22.83772647454919,2.103706121444702,0.4319643974304199,21.064551830291748,0.5408892631530762
10.442206475835063,23.458839376460833,3.6619789600372314,0.7699558734893799,40.850531816482544,0.9624896049499512
10.646685213268716,23.911681818252795,11.460343837738037,3.69614577293396,70.59061193466187,1.8104145526885986

