Flops,Max_Size,Time,Difference
16.62113611327464,7.045852416959342,0.003624439239501953,0.002466440200805664
11.321928094887362,5.363807462410714,0.0007321834564208984,0.0005726814270019531
17.943064208162003,7.968290041608495,0.00894618034362793,0.005038261413574219
14.317129926384542,6.418229013399466,0.0015616416931152344,0.0012574195861816406
19.37602361543811,7.188957491976857,0.005256175994873047,0.003684520721435547
14.228818690495881,6.255157643152342,0.0016281604766845703,0.0012271404266357422
13.8317030992143,5.718109567356642,0.0007987022399902344,0.0006010532379150391
14.339850002884624,6.241859139738113,0.0021505355834960938,0.0016179084777832031
13.206098613995797,5.918201293472064,0.0007576942443847656,0.0005466938018798828
12.621136113274641,5.648352203369503,0.0009949207305908203,0.0007662773132324219
9.339850002884624,4.779884963192644,0.005799531936645508,0.0055615901947021484
14.813781191217037,6.489107609879127,0.0011730194091796875,0.0007584095001220703
11.884170519108435,5.686588011638831,0.0005803108215332031,0.00042366981506347656
13.884170519108435,6.306271871530939,0.0011606216430664062,0.0009055137634277344
15.584962500721156,6.654420679631495,0.0009849071502685547,0.0006964206695556641
14.076815597050832,6.015539137313818,0.0007345676422119141,0.0005245208740234375
15.451211111832329,6.225587347963277,0.0009288787841796875,0.0006537437438964844
16.720671786825555,6.571699982822927,0.001482248306274414,0.0009777545928955078
14.45763738099176,6.4444529658393614,0.0014674663543701172,0.0010213851928710938
10.92481250360578,4.824021642833004,0.0009212493896484375,0.0007376670837402344
12.661778097771988,5.688387782703401,0.00211334228515625,0.0018854141235351562
13.714245517666123,6.269193410110726,0.001428842544555664,0.0010535717010498047
14.621136113274641,6.639965741628131,0.0010786056518554688,0.0007925033569335938
17.46913301982959,6.996441005992593,0.002362966537475586,0.0015218257904052734
15.872674880270605,6.846332162876739,0.0017044544219970703,0.0013194084167480469
17.14720492494223,7.237112245311219,0.0023136138916015625,0.001436471939086914
14.287712379549449,6.3478859466608935,0.0016338825225830078,0.0011355876922607422
18.46913301982959,7.282830487984201,0.003833770751953125,0.002494335174560547
13.614709844115207,5.980917383441534,0.001359701156616211,0.0009958744049072266
18.62113611327464,7.6868460382323684,0.013107061386108398,0.007891178131103516
15.732167425663386,6.077959160718315,0.00091552734375,0.0006735324859619141
11.714245517666123,5.10465096510868,0.0006430149078369141,0.0005164146423339844
17.305634287546713,7.320219174972252,0.0038306713104248047,0.0024216175079345703
13.076815597050832,6.052936986493296,0.0007643699645996094,0.0005550384521484375
15.679700005769249,6.960329668365673,0.0020639896392822266,0.0013391971588134766
13.469133019829592,5.791612061971684,0.0011677742004394531,0.000843048095703125
15.609640474436812,6.910018958562041,0.0015268325805664062,0.0010364055633544922
15.416665599935456,6.348736216730284,0.005505800247192383,0.004253387451171875
15.621136113274641,6.752791109393719,0.0016241073608398438,0.001096487045288086
13.936637939002571,5.933118639142483,0.0016732215881347656,0.0012712478637695312
14.813781191217037,6.0674279694230036,0.0013992786407470703,0.0011005401611328125
18.983706192659348,7.749996350734644,0.012408256530761719,0.009407997131347656
10.550746785383243,4.931356150467928,0.0004889965057373047,0.0003864765167236328
11.129283016944967,5.564727594806047,0.0006268024444580078,0.0004773139953613281
14.813781191217037,6.317124411696306,0.0016732215881347656,0.0012574195861816406
18.2060986139958,7.203243452457538,0.003772735595703125,0.002268075942993164
12.1357092861044,5.650971573195416,0.0016188621520996094,0.001352548599243164
15.094737505048093,6.304226768903142,0.001251220703125,0.0009691715240478516
8.906890595608518,4.249051528805085,0.0006110668182373047,0.0004992485046386719
16.943064208162003,6.9111546246204005,0.003082752227783203,0.0021240711212158203
18.457637380991763,7.652203973461738,0.010218381881713867,0.006036520004272461
20.199672344836365,7.781479061123549,0.01510763168334961,0.011786460876464844
13.550746785383243,6.17812823766529,0.0007791519165039062,0.0005624294281005859
13.076815597050832,6.44506372306576,0.001689910888671875,0.0012967586517333984
16.428491035332247,7.148470372251648,0.0019063949584960938,0.0012738704681396484
16.14720492494223,7.385885347691814,0.0024967193603515625,0.0017364025115966797
14.509775004326936,6.600583488811854,0.0011737346649169922,0.0008666515350341797
14.884170519108435,6.617178637999464,0.0011227130889892578,0.0007989406585693359
